CAS,LogP,smiles_string
127390-68-5,2.65,n1c(Cl)cccc1C2=C(C(=O)OC)C(C(=O)OC)=C(C)N2
127437-34-7,3.61,CC(C(O)=O)c2ccc(OCc1ccccc1)c(F)c2
127562-68-9,0.32,CN(C)C(N(C)C)=S(I)c1c(CC)cccc1
127562-69-0,-0.52,CN(C)C(N(C)C)=S(I)c1c(OC)cccc1
127562-70-3,-0.06,CN(C)C(N(C)C)=S(I)c1c(OCC)cccc1
127562-71-4,-0.92,CN(C)C(N(C)C)=S(I)c1c(N(=O)=O)cccc1
127562-72-5,-0.14,CN(C)C(N(C)C)=S(I)c1cc(C)ccc1
127562-73-6,-0.50,CN(C)C(N(C)C)=S(I)c1cc(OC)ccc1
127562-74-7,-0.10,CN(C)C(N(C)C)=S(I)c1cc(OCC)ccc1
127562-75-8,-0.88,CN(C)C(N(C)C)=S(I)c1cc(N(=O)=O)ccc1
127562-76-9,0.29,CN(C)C(N(C)C)=S(I)c1ccc(CC)cc1
127562-77-0,-0.06,CN(C)C(N(C)C)=S(I)c1ccc(OCC)cc1
127562-78-1,-0.09,CN(C)C(N(C)C)=S(I)c1ccc(Cl)cc1N(=O)=O
127562-79-2,0.23,CN(C)C(N(C)C)=S(I)c1ccc(C)cc1N(=O)=O
127578-99-8,0.34,CN(C)C(N(C)C)=S(I)c1cc(CC)ccc1
127592-40-9,-1.11,O1C(CO)CCC1N2C(=O)NC(=O)C(Cl)=C2
127611-01-2,-0.22,CN(C)C(N(C)C)=S(I)c1ccc(OC)cc1N(=O)=O
127640-90-8,4.28,ClC1(Cl)C(C)C1(CC)C(=O)NC(C)c2ccc(Cl)cc2
127641-62-7,4.23,ClC1(Cl)C(C)C1(CC)C(=O)NC(C)c2ccc(Cl)cc2
127697-59-0,0.37,CCCCC(=O)OCCOCn1cnc2C(=O)NC(N)=Nc12
127779-20-8,4.70,CC(C)(C)NC(=O)C2CC1CCCCC1CN2CC(O)C(Cc3ccccc3)NC(=O)C(CC(N)=O)NC(=O)c5ccc4ccccc4n5
127792-23-8,4.64,OC(=O)Cc1ccccc1Nc2c(Cl)cccc2Br
127792-24-9,4.80,OC(=O)Cc1ccccc1Nc2c(Cl)cccc2I
127792-30-7,5.07,OC(=O)Cc1ccccc1Nc2cc(Cl)cc(Cl)c2
127792-31-8,4.94,OC(=O)Cc1ccccc1Nc2c(Cl)ccc(Cl)c2
127792-33-0,4.90,OC(=O)Cc1ccccc1Nc2cc(Cl)c(Cl)cc2
127792-35-2,4.65,OC(=O)Cc1c(O)cccc1Nc2c(Cl)cccc2Cl
127836-03-7,2.90,CC(=O)Nc1c(F)c(Cl)c(F)c(Cl)c1
127944-47-2,2.85,CCN1CC(OC1=O)C(O)C(CC2CCCCC2)NC(=O)C(Cc3cnc[nH]3)NC(=O)C(Cc4ccc(OC)cc4)NC(=O)C(C)C
127944-48-3,2.11,C1COCCN1C(=O)NC(Cc2ccc(OC)cc2)C(=O)NC(CC3=CN=CN3)C(=O)NC(CC4CCCCC4)C(O)C5CN(CC)C(=O)O5
127944-49-4,1.22,C1C(O)C(O)CN1C(=O)NC(Cc2ccc(OC)cc2)C(=O)NC(CC3=CN=CN3)C(=O)NC(CC4CCCCC4)C(O)C5CN(CC)C(=O)O5
127944-50-7,1.42,OCC(O)CN(C)C(=O)NC(Cc2ccc(OC)cc2)C(=O)NC(CC3=CN=CN3)C(=O)NC(CC4CCCCC4)C(O)C5CN(CC)C(=O)O5
127944-51-8,2.45,COCCN(C)C(=O)CC(Cc2ccccc2)C(=O)NC(CC3=CN=CN3)C(=O)NC(CC4CCCCC4)C(O)C5CN(CC)C(=O)O5
127944-52-9,2.30,CCN1CC(OC1=O)C(O)C(CC2CCCCC2)NC(=O)C(Cc3cnc[nH]3)NC(=O)C(Cc4ccc(OC)cc4)NC(=O)N(C)CCOCOC
127944-53-0,2.49,COCOCCN(C)C(=O)CC(Cc2ccccc2)C(=O)NC(CC3=CN=CN3)C(=O)NC(CC4CCCCC4)C(O)C5CN(CC)C(=O)O5
127944-54-1,2.03,COCCOCOCCN(C)C(=O)NC(Cc1ccc(OC)cc1)C(=O)NC(CC2=CN=CN2)C(=O)NC(CC3CCCCC3)C(O)C4CN(CC)C(=O)O4
127944-55-2,2.06,C1C(OCOC)C(OCOC)CN1C(=O)NC(Cc2ccc(OC)cc2)C(=O)NC(CC3=CN=CN3)C(=O)NC(CC4CCCCC4)C(O)C5CN(CC)C(=O)O5
127944-56-3,1.67,CCN1CC(OC1=O)C(O)C(CC2CCCCC2)NC(=O)C(Cc3cnc[nH]3)NC(=O)C(Cc4ccc(OC)cc4)NC(=O)N5CC(OCOCCOC)C(C5)OCOCCOC
127944-57-4,1.87,CCN1CC(OC1=O)C(O)C(CC2CCCCC2)NC(=O)C(Cc3cnc[nH]3)NC(=O)C(CC(=O)N4CC(OCOCCOC)C(C4)OCOCCOC)Cc5ccccc5
128104-25-6,3.42,c1cc(F)ccc1C(O)(CN2C=NC=C2)c3ccc(Br)cc3
128104-27-8,3.13,c1cc(F)ccc1C(O)(c2ccc(F)cc2)C(C)N3C=NC=C3
128348-32-3,1.63,c1cc(C)ccc1S(=O)(=O)C2=CSC(S(=O)(=O)N)=C2
128348-34-5,1.49,c1cc(C)ccc1S(=O)(=O)C2=COC(S(=O)(=O)N)=C2
128348-35-6,1.17,c1cc(OC)ccc1S(=O)(=O)C2=COC(S(=O)(=O)N)=C2
128348-42-5,1.11,c1cc(O)ccc1S(=O)(=O)C2=CSC(S(=O)(=O)N)=C2
128348-43-6,1.40,c1c(O)cccc1S(=O)(=O)c2csc(S(=O)(=O)N)c2
128348-44-7,-0.10,c1cc(O)ccc1S(=O)(=O)C2=COC(S(=O)(=O)N)=C2
128496-09-3,-0.92,O1C(CO)CC(F)C1N2C(=O)N=C(N)C(F)=C2
128621-72-7,3.36,Fc1cc(Cl)c(CC(Cl)C(=O)O)cc1N2C(=O)N(C(F)F)C(C)=N2
128639-02-1,3.36,Fc1cc(Cl)c(CC(Cl)C(=O)OCC)cc1N2C(=O)N(C(F)F)C(C)=N2
128794-94-5,2.38,C1OCCN(C1)CCOC(CCC(\C)=C/Cc1c(c(c2c(c1O)C(OC2)=O)C)OC)=O
128887-24-1,2.59,c1cnccc1c2cnc(OCC)c(C#N)c2
128887-26-3,2.41,c1cnccc1c2c(C)nc(OC)c(C#N)c2
129016-38-2,-0.90,N1C(=O)C=CC(O)=N1
129025-54-3,-2.20,N1=CC(=O)C(C(=O)O)=C(CC)N1c2ccc(Cl)cc2
129309-69-9,2.75,OC(=O)COc1cc(Br)c(Cl)cc1
129358-45-8,-0.43,[O-]C(=O)CC(O)CC(O)C=CN1C(C(C)C)=NC(c2cnccc2)=C1c3ccc(F)cc3.[Na+]
129358-65-2,2.27,[O-]C(=O)CC(O)CC(O)C=CN1C(C(C)C)=NC(c2cc(C)c(Cl)c(C)c2)=C1c3ccc(F)cc3.[Na+]
129358-82-3,0.72,[O-]C(=O)CC(O)CC(O)C=CN1C(C(C)C)=NC(c2ccc(F)cc2)=C1c3ccc(F)cc3.[Na+]
129358-85-6,0.73,[O-]C(=O)CC(O)CC(O)C=CN1C(C(F)(F)F)=NC(c2ccc(F)cc2)=C1c3ccc(F)cc3.[Na+]
129580-63-8,-0.16,CC(=O)O[Pt]([NH3])(Cl)(Cl)([NH2]C1CCCCC1)OC(C)=O
129586-32-9,3.02,c1cc(Cl)ccc1C2(O)CCCCCC2n3ncnc3
129618-40-2,1.81,Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34
129625-27-0,2.90,CCC(=O)OCOC(=O)c1c(NCC2=CC=CO2)cc(Cl)c(S(=O)(=O)N)c1
129630-19-9,3.49,C(COc1c(cc(c(c1)c1nn(c(c1Cl)OC(F)F)C)F)Cl)(=O)OCC
129689-30-1,1.70,COCCNC(=O)COc2ccc(OCCNCC(O)COc1ccccc1)cc2
129865-48-1,2.00,c1ccccc1C2=CCN(CCO)CC2
130179-73-6,1.18,c1cc(C(=O)N)cc(OC)c1C2=Nc3cnccc3N2
130292-50-1,1.40,c1c(N(C)C)cccc1OCC2CN=C(N)O2
130292-52-3,0.60,c1cc(N3CCOCC3)ccc1OCC2CN=C(N)O2
130336-12-8,4.50,C1CC(OCOC)CCN1C(=O)C(Cc2ccccc2)NC(CCCC)C(=O)NC(CC3CCCCC3)C(O)CC(C(C)C)C(=O)NCCCN4CCOCC4
130778-40-4,2.14,C1CC(C)(OO2)OC3OC(OCC)C(C)C4C23C1C(C)C(O)C4
130778-42-6,2.70,OC1CC(C)(OO2)OC3OC(OCC)C(C)C4C23C1C(C)CC4
130778-43-7,2.08,C1CC(C)(OO2)OC3OC(OCC)C(C)C4C23C1C(CO)CC4
130787-06-3,2.45,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)C
130787-07-4,2.78,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)CCl
130787-08-5,3.40,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)C(Cl)Cl
130787-09-6,4.12,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)C(Cl)(Cl)Cl
130787-10-9,3.40,CC(C)(C)C(=O)Nc1ccc2nn(nc2c1)C3CCCC3
130787-12-1,3.43,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)OCC
130787-13-2,4.28,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)OCC(C)C
130787-14-3,3.85,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)c4ccccc4
130787-15-4,4.11,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)c4ccc(Cl)cc4
130787-16-5,4.03,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)c4ccc(OC)cc4
130787-17-6,4.95,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)c4ccc(C(F)(F)F)cc4
130787-18-7,3.75,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)c4ccc(N(=O)=O)cc4
130787-19-8,5.32,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)c4cc(Cl)c(Cl)cc4
130787-20-1,3.87,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)c4cc(OC)c(OC)c(OC)c4
130787-21-2,2.44,C1=CC2=NN(C3CCCC3)N=C2C=C1NS(=O)(=O)C
130787-22-3,3.91,C1=CC2=NN(C3CCCC3)N=C2C=C1NS(=O)(=O)c4ccc(C)cc4
130787-23-4,3.82,C1=CC2=NN(C3CCCC3)N=C2C=C1NS(=O)(=O)c4ccc(N(=O)=O)cc4
130787-24-5,2.48,C1=CC2=NN(C3CCCC3)N=C2C=C1NS(=O)(=O)c4ccc(N)cc4
130817-91-3,-1.88,N1C(=O)CCC1C(=O)NC(CC2=CN(C(=O)OC)C=N2)C(=O)N3CCCC3C(=O)N
130817-92-4,-1.30,C1CC(=O)NC1C(=O)NC(CC2=CN(C(=O)OCC)C=N2)C(=O)N3CCCC3C(=O)N
130817-93-5,-0.80,C1CC(=O)NC1C(=O)NC(CC2=CN(C(=O)OC(C)C)C=N2)C(=O)N3CCCC3C(=O)N
130817-94-6,-0.47,N1C(=O)CCC1C(=O)NC(CC2=CN(C(=O)OCCCC)C=N2)C(=O)N3C(C(=O)N)CCC3
130817-95-7,-0.44,N1C(=O)CCC1C(=O)NC(CC2=CN(C(=O)OCC(C)C)C=N2)C(=O)N3C(C(=O)N)CCC3
130817-96-8,0.71,N1C(=O)CCC1C(=O)NC(C(=O)N2C(C(=O)N)CCC2)CC3=CN(C(=O)OCCCCCC)C=N3
130817-97-9,1.82,C1CC(=O)NC1C(=O)NC(C(=O)N2C(C(=O)N)CCC2)CC3=CN(C(=O)OCCCCCCCC)C=N3
130817-98-0,1.82,C1CC(=O)NC1C(=O)NC(C(=O)N2C(C(=O)N)CCC2)CC3=CN(C(=O)OCC(CC)CCCC)C=N3
130817-99-1,0.60,N1C(=O)CCC1C(=O)NC(C(=O)N2C(C(=O)N)CCC2)CC3=CN(C(=O)OC4CCCCC4)C=N3
130818-00-7,-0.11,NC(=O)C1CCCN1C(=O)C(Cc2cn(cn2)C(=O)OCc3ccccc3)NC(=O)C4CCC(=O)N4
130855-38-8,1.93,C1CC(C)(OO2)OC3OC(OCC)C(C)C4C23C1C(C)C(O)C4
130892-66-9,5.70,c1c(Cl)c(Cl)ccc1Oc2c(Cl)cccc2Cl
130892-67-0,5.98,Clc1cccc(Cl)c1Oc2c(Cl)cc(Cl)c(Cl)c2
130927-06-9,3.34,N1=C(N)SC=C1C(=NOC)C(=O)NC2C3SCC(CN(C=O)C(C)=C(SC(=O)OCC)CCOC(=O)OCC)=C(C(=O)OCOC(=O)C(C)(C)C)N3C2=O
131042-60-9,-0.26,ON1C(=O)C2(CCCC2)CC1=O
131042-61-0,2.30,c1ccccc1CON2C(=O)C3(CCCC3)CC2=O
131067-26-0,2.16,C1COCCN1C(=O)CC(Cc2ccccc2)C(=O)NC(CC3=CN(C)C=N3)C(=O)NC(CC4CCCCC4)C(O)C5CN(CC)C(=O)O5
131073-11-5,2.42,c1cc(OC)cc(OC)c1C2=Nc3cnccc3O2
131138-20-0,7.11,c1c(Cl)c(Cl)c(Cl)cc1Oc2c(Cl)cc(Cl)c(Cl)c2
131138-21-1,6.22,Clc1ccc(Cl)cc1Oc2c(Cl)cc(Cl)c(Cl)c2
131229-37-3,0.85,c1cc2N=C3C(C)N(C)CN3C(=O)c2cc1
131229-38-4,1.02,c1cc2N=C3C(C)N(CC)CN3C(=O)c2cc1
131229-39-5,1.40,c1cc2C(=O)N3CN(CCC)C(C)C3=Nc2cc1
131229-40-8,1.60,C1N2C(=O)c3ccccc3N=C2C(C)N1CCCC
131229-41-9,0.46,c1cc2N=C3C(C)N(CCO)CN3C(=O)c2cc1
131229-42-0,1.80,c1ccccc1CCN2C(C)C3=Nc4ccccc4C(=O)N3C2
131229-43-1,1.72,c1ccccc1CN2C(C)C3=Nc4ccccc4C(=O)N3C2
131229-44-2,1.79,c1ccccc1N2C(C)C3=Nc4ccccc4C(=O)N3C2
131229-45-3,1.73,c1cc(OC)ccc1N2C(C)C3=Nc4ccccc4C(=O)N3C2
131229-46-4,2.16,c1cc(C)ccc1N2C(C)C3=Nc4ccccc4C(=O)N3C2
131341-86-1,4.12,c12OC(F)(F)Oc2cccc1C3=CNC=C3C#N
131374-19-1,0.54,C=CC(=O)NCCCN1CCSCC1
131402-47-6,1.13,n1cc2C(=O)NC=Nc2n1COC(=O)c3cc(CN4CCOCC4)ccc3
131402-48-7,1.12,n1cc2C(=O)NC=Nc2n1COC(=O)c3ccc(CN4CCOCC4)cc3
131402-49-8,1.47,c1cc(CN2CCN(C)CC2)ccc1C(=O)OCn3c4N=CNC(=O)c4cn3
131402-50-1,1.49,c1ccc(CN2CCN(C)CC2)cc1C(=O)OCn3c4N=CNC(=O)c4cn3
131402-51-2,1.05,N1C=Nc2n(COC(=O)c3ccc(CN(C)C)cc3)ncc2C1=O
131402-52-3,0.97,O=C(OCn1ncc2C(=O)NC=Nc12)c3cccc(Cn4ccnc4)c3
131524-16-8,1.92,CC1=CC(=O)C(O)=C(CCCC)O1
131802-71-6,1.20,c1ccccc1C(O)(CC)C(=O)N
131807-57-3,4.65,c1cc(Oc2ccccc2)ccc1C3(C)C(=O)N(Nc4ccccc4)C(=O)O3
131860-33-8,2.50,N#Cc1ccccc1Oc2ncnc(Oc3ccccc3C(C(=O)OC)=COC)c2
131983-72-7,3.29,c1cc(Cl)ccc1C=C2CCC(C)(C)C2(O)Cn3ncnc3
132101-77-0,1.68,C1COCCN1C(=O)CC(Cc2c3ccccc3ccc2)C(=O)NC(CCCCNC(=S)NC)C(=O)NC(CC4CCCCC4)C(O)CC(=O)NCCN5CCOCC5
132101-88-3,5.46,c1c2ccccc2ccc1CC(Cc3c4ccccc4ccc3)C(=O)NC(CC#CCNC(=S)NC)C(=O)NC(CC5CCCCC5)C(O)CC(=O)NCCN6CCOCC6
132101-89-4,4.73,c1c2ccccc2ccc1CC(Cc3c4ccccc4ccc3)C(=O)NC(CC#CCNC(=N)NN(=O)=O)C(=O)NC(CC5CCCCC5)C(O)CC(=O)NCCN6CCOCC6
132101-91-8,5.44,c1c2ccccc2ccc1CC(Cc3c4ccccc4ccc3)C(=O)NC(CC#CCNC=O)C(=O)NC(CC5CCCCC5)C(O)CC(=O)NCCN6CCOCC6
132133-10-9,2.80,n1c(C)c(C(#N))cc(C(#N))c1Nc2c(N(=O)(=O))cc(N(=O)(=O))cc2C(F)(F)F
132169-99-4,0.20,C(C)(C)c1ccc(Br)c(C(C)C)c1NC(=O)CN(CC(=O)O)CC(=O)O
132170-00-4,-0.28,Cc1ccc(Br)c(C)c1NC(=O)CN(CC(=O)O)CC(=O)O
132194-21-9,-0.05,O1C(CO)CCC1N2c3nc(N)nc(F)c3N=C2
132194-22-0,0.34,Nc1nc(Br)c2ncn(C3CCC(CO)O3)c2n1
132194-23-1,0.52,O1C(CO)CCC1N2c3nc(N)nc(I)c3N=C2
132194-24-2,0.00,O1C(CO)CCC1N2c3ncnc(F)c3N=C2
132194-25-3,0.35,O1C(CO)CCC1N2c3ncnc(Br)c3N=C2
132213-87-7,8.38,NCCCCOc1c2C3CC(C)=CCC3C(C)(C)Oc2cc(CCCCC)c1
132213-88-8,3.12,CC1=CCC2C(C1)c3c(O)cc(NS(=O)(=O)C)cc3OC2(C)C
132213-90-2,9.07,O=C1c2ccccc2C(=O)CN1CCCCCOc3c4C5CC(C)=CCC5C(C)(C)Oc4cc(CCCCC)c3
132213-91-3,10.89,c1ccccc1c(c2)ccc(c2)COc3c4C5CC(C)=CCC5C(C)(C)Oc4cc(CCCCC)c3
132213-93-5,11.29,c1ccccc1c(c2)ccc(c2)COc3c4C5CC(=C)CCC5C(C)(C)Oc4cc(CCCCC)c3
132296-11-8,7.18,Oc1cc(C(C)(C)CCCCCCC)ccc1C2CC(O)CCC2
132296-12-9,8.16,Oc1cc(C(C)(C)CCCCCCCC)ccc1C2CC(O)CCC2
132296-13-0,8.42,Oc1cc(C(C)(C)CCCCCCCCCC)ccc1C2CC(O)CCC2
132296-14-1,7.49,Oc1cc(C(C)(C)CCCCCC)ccc1C2CC(O)CCC2C
132296-15-2,6.68,Oc1cc(C(C)(C)CCCCCC)ccc1C2CC(O)CCC2CCCCO
132296-16-3,4.05,c1cc(C(C)(C)C)cc(O)c1C2CC(O)CCC2
132296-17-4,4.32,c1cc(C(C)(C)CC)cc(O)c1C2CC(O)CCC2
132296-18-5,4.82,c1cc(C(C)(C)CCC)cc(O)c1C2CC(O)CCC2
132296-19-6,5.43,c1cc(C(C)(C)CCCC)cc(O)c1C2CC(O)CCC2
132296-20-9,5.97,c1cc(C(C)(C)CCCCC)cc(O)c1C2CC(O)CCC2
132339-34-5,7.49,c1cc(C(C)(C)CCCCCC)cc(O)c1C2CC(O)CCC2C
132390-57-9,1.59,c1ccc(C#N)cc1C=CC(=O)C
132452-02-9,2.37,OC1CC2(NC)c3ccccc3CCC2CC1
132453-02-2,3.80,C1C(C)C2(NCC)c3ccccc3CC2CC1
132453-06-6,3.75,C1CC2(NC)c3cc(OC)ccc3CCC2CC1
132453-23-7,3.31,C1CC2(NC)c3ccccc3OCC2CC1
132453-25-9,1.84,C1CC2(NC)c3ccccc3CC2CC1CN
132453-26-0,2.48,C1CC2(NC)c3ccccc3CC2CC1CNC
132453-38-4,3.88,C1CC2(NC)c3ccccc3SCC2CC1
132453-63-5,1.10,n1c(Cl)cncc1NC(=O)C
132483-29-5,4.95,c1cc(c2scc(c3ccccc3)n2)ccc1C(C)C(=O)O
132483-32-0,2.79,S1C=CN=C1c2ccc(C(C)C(=O)O)cc2
132483-33-1,3.39,S1C=CN=C1c2ccc(C(C)C(=O)O)cc2Cl
132483-34-2,3.14,S1C=CN=C1c2ccc(C(C)C(=O)O)cc2F
132483-36-4,3.06,S1C=CN=C1c2ccc(C(C)C(=O)O)cc2C
132483-39-7,3.06,S1C=CN=C1c2ccc(C(C)C(=O)O)cc2C(F)(F)F
132483-42-2,3.03,S1C=C(C)N=C1c2ccc(C(C)C(=O)O)cc2
132483-43-3,3.15,S1C(C)=CN=C1c2ccc(C(C)C(=O)O)cc2
132483-44-4,3.62,S1C=C(C=C)N=C1c2ccc(C(C)C(=O)O)cc2
132483-45-5,3.78,S1C=C(C(F)(F)F)N=C1c2ccc(C(C)C(=O)O)cc2
132483-46-6,3.36,S1C(C)=C(C)N=C1c2ccc(C(C)C(=O)O)cc2
132483-47-7,3.75,S1C=C(CC)N=C1c2ccc(C(C)C(=O)O)cc2
132483-50-2,2.17,S1C=C(C(=O)N)N=C1c2ccc(C(C)C(=O)O)cc2
132483-51-3,2.45,S1C=C(C(=O)NC)N=C1c2ccc(C(C)C(=O)O)cc2
132483-52-4,2.15,S1C=C(C(=O)N(C)C)N=C1c2ccc(C(C)C(=O)O)cc2
132483-55-7,4.83,S1C=C(CCCC)N=C1c2ccc(C(C)C(=O)O)cc2
132483-56-8,3.18,S1C=CN=C1c2ccc(C(C)C(=O)O)cc2O
132483-57-9,2.47,S1C=CN=C1c2ccc(C(C)C(=O)O)cc2OC
132483-58-0,3.02,S1C=CN=C1c2ccc(C(C)C(=O)O)cc2SC
132483-59-1,2.06,S1C=CN=C1c2ccc(C(C)C(=O)O)cc2N(=O)=O
132483-60-4,2.45,S1C=CN=C1c2ccc(C(C)C(=O)O)cc2N
132483-61-5,2.65,S1C=C(C(=O)C)N=C1c2ccc(C(C)C(=O)O)cc2
132539-06-1,3.00,CN1CCN(CC1)C3=Nc2ccccc2Nc4sc(C)cc34
132540-00-2,-2.81,CN1(Cl)C(C=NO)=N(COCCOC)C=C1
132540-04-6,-3.30,CN1(Cl)C(C=NO)=N(CCC#N)C=C1
132540-09-1,-2.58,CN1(Cl)C(C=NO)=N(CCF)C=C1
132540-10-4,-2.62,CN1(Cl)C(C=NO)=N(CCOCCF)C=C1
132540-12-6,-2.32,CN1(Cl)C(C=NO)=N(CCOCCCl)C=C1
132540-13-7,-2.44,CN1(Cl)C(C=NO)=N(CCBr)C=C1
132540-14-8,-1.76,CN1(Cl)C(C=NO)=N(COCCCBr)C=C1
132566-40-6,-1.80,CCN1(Cl)C(C=NO)=N(CCCC(C)(N(=O)=O)C)C=C1
132566-41-7,-1.61,CN1(Cl)C(C=NO)=N(CCC(C)C(C)(N(=O)=O)C)C=C1
132566-51-9,-2.65,CN1(Cl)C(C=NO)=N(COCCCN(=O)=O)C=C1
132566-69-9,-2.39,CN1(Cl)C(C=NO)=N(COCCS(=O)(=O)c2ccccc2)C=C1
132566-73-5,-1.79,CN1(Cl)C(C=NO)=N(CCN(C(C)C)C(C)C)C=C1
132566-79-1,-2.32,CN1(Cl)C(C=NO)=N(CCN2CCCCC2)C=C1
132566-92-8,0.06,CN1(Cl)C(C=NO)=N(CCCN(Cc2ccccc2)S(=O)(=O)C(F)(F)F)C=C1
132659-49-5,-2.11,C1C(=O)NCC2CNC(=O)C12
132722-90-8,-0.40,O1C(CO)CC(F)C1N2c3ncncc3N=C2
132722-91-9,0.12,O1C(CO)CC(F)C1N2c3nc(C)nc(N)c3N=C2
132722-92-0,0.64,O1C(CO)CC(F)C1N2c3nc(C)nc(NC)c3N=C2
132722-93-1,0.73,O1C(CO)CC(F)C1N2c3ncnc(NC(=O)c4ccccc4)c3N=C2
132722-94-2,0.10,O1C(CO)CC(F)C1N2c3ncnc(N)c3N=C2C
132722-95-3,0.32,O1C(CO)CC(F)C1N2c3ncnc(Cl)c3N=C2
132723-00-3,-1.38,O1C(CO)CC(F)C1N2c3ncn(=O)cc3N=C2
132765-80-1,-1.13,CC(=O)NC(C)C(=O)NC(C(C)C)C(=O)N
132765-81-2,0.26,CC(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)N
132765-82-3,0.16,CC(=O)NC(C(C)CC)C(=O)NC(C(C)C)C(=O)N
132765-83-4,-0.32,CC(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)N
132765-84-5,0.68,CC(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)N
132765-85-6,-1.14,CC(=O)NC(C(C)C)C(=O)NC(C)C(=O)N
132765-86-7,0.73,CC(=O)NC(CC1=CNc2ccccc12)C(=O)NC(C(C)C)C(=O)N
132765-87-8,-1.53,CC(C)C(NC(=O)C(CO)NC(=O)C)C(=O)N
132765-88-9,-0.79,CC(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)N
132765-89-0,-1.25,CC(=O)NC(C(O)C)C(=O)NC(C(C)C)C(=O)N
132765-90-3,-0.86,CC(=O)NC(C(O)C)C(=O)NC(C(C)CC)C(=O)N
132765-91-4,-1.85,CC(=O)NC(CCC(=O)N)C(=O)NC(C(C)C)C(=O)N
132765-92-5,-1.32,CC(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)N
132765-93-6,-1.14,CC(=O)NC(CCC(=O)N)C(=O)NC(Cc1ccccc1)C(=O)N
132765-94-7,-1.03,CC(=O)NC(Cc1ccccc1)C(=O)NC(CCC(=O)N)C(=O)N
132765-95-8,-1.82,CC(=O)NC(C(C)C)C(=O)NC(CCC(=O)N)C(=O)N
132765-96-9,-1.41,CC(=O)NC(C(C)CC)C(=O)NC(CC(=O)N)C(=O)N
132765-97-0,-1.85,CC(C)C(NC(=O)C(CC(=O)N)NC(=O)C)C(=O)N
132765-98-1,-1.43,CC(=O)NC(CC(=O)N)C(=O)NC(C(C)CC)C(=O)N
132765-99-2,-1.14,CC(=O)NC(CC(=O)N)C(=O)NC(Cc1ccccc1)C(=O)N
132766-00-8,-1.30,CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)N
132766-01-9,-1.40,CC(=O)NC(C(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N
132766-02-0,-0.67,CC(=O)NC(C(C)C)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)N
132766-03-1,-0.45,CC(=O)NC(C(C)C)C(=O)NC(C(C)CC)C(=O)NCC(=O)N
132766-04-2,-0.14,CC(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)N
132766-05-3,0.06,CC(=O)NC(C(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(=O)N
132766-06-4,-0.20,CC(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(C(C)CC)C(=O)N
132766-07-5,0.52,CC(=O)NC(C(C)CC)C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(=O)N
132766-08-6,-1.56,CC(=O)NCC(=O)NC(C)C(=O)NC(C(C)C)C(=O)N
132766-09-7,-0.71,CC(=O)NC(C)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)N
132766-10-0,-0.21,CC(=O)NC(C(C)CC)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)N
132766-11-1,0.34,CC(=O)NC(Cc1ccccc1)C(=O)NC(C(C)CC)C(=O)NCC(=O)N
132766-12-2,0.49,CC(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(C(C)CC)C(=O)N
132766-13-3,-1.23,CC(=O)NCC(=O)NC(CC(C)C)C(=O)NCC(=O)N
132766-14-4,-0.38,CC(NC(=O)C(C)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C)C(=O)N
132766-15-5,0.62,CC(=O)NC(CC1=CNc2ccccc12)C(=O)NC(C(C)CC)C(=O)NCC(=O)N
132766-16-6,0.99,CC(=O)NC(CC1=CNc2ccccc12)C(=O)NCC(=O)NC(Cc3ccccc3)C(=O)N
132766-17-7,0.36,CC(=O)NC(CC1=CNc2ccccc12)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)N
